taz_id,observed_days,total_chargers,station_count,missing_capacity_values,nonpositive_capacity_values,mean_daily_duration_per_charger,mean_daily_occupancy_per_charger
311,181,64,5,0,0,3.2735094383057084,5.625647444751381
316,181,4,1,0,0,11.053982504604049,11.578729281767956
320,181,25,4,0,0,2.0746408839779,3.8992265193370166
321,181,44,4,0,0,2.00864306043864,5.259668508287293
322,181,24,2,0,0,3.9637239103744624,4.762661141804788
323,181,41,1,0,0,5.367605444010241,5.766069262902574
324,181,60,7,0,0,2.0106507059545726,2.842403314917127
325,181,49,5,0,0,3.692035930394256,4.463411884090653
326,181,106,7,0,0,2.5195455019284894,4.453403523402481
328,181,75,6,0,0,6.077409453652547,7.490755064456722
329,181,254,17,0,0,5.358155334174389,5.92533823465437
330,181,30,4,0,0,6.739487415592387,7.318232044198894
331,181,36,2,0,0,9.380486494782074,11.547575199508902
332,181,147,12,0,0,4.134507209882111,5.191829217874995
333,181,22,5,0,0,5.349656788883307,8.733048719236566
335,181,249,19,0,0,5.629690030841598,7.370476380660765
340,181,23,1,0,0,0.5842541436464086,8.764232524621667
343,181,28,1,0,0,2.99468889765851,3.7646014206787686
346,181,61,3,0,0,5.446706216224375,9.213386468616973
347,181,29,4,0,0,2.1389947291547586,3.591160220994475
348,181,33,1,0,0,1.563494056587979,1.6623974552151346
406,181,14,2,0,0,4.259832938700341,4.897198105761642
408,181,57,6,0,0,2.181851959548964,3.343753028981293
501,181,47,5,0,0,10.453567650170447,11.077112965792876
502,181,100,5,0,0,3.997292817679558,5.428922651933702
506,181,162,8,0,0,4.346392356137598,6.604682490962417
508,181,76,8,0,0,2.5211059416497035,3.375290782204129
511,181,15,2,0,0,2.2433701657458553,3.0
512,181,86,11,0,0,4.848499935757419,5.620968778106129
513,181,171,14,0,0,7.343796107826348,8.51878776130012
516,181,71,1,0,0,7.510621741498716,8.01027157419656
519,181,223,14,0,0,4.206265639323142,9.380967717959518
520,181,124,3,0,0,3.2594568704330777,7.674612368561753
522,181,86,6,0,0,10.278068653903807,11.777977643582167
525,181,96,7,0,0,4.830609269490485,5.848469152854513
526,181,262,14,0,0,5.379329917197363,9.424845008645775
527,181,146,5,0,0,4.599753399429854,6.588965412850981
528,181,33,4,0,0,2.19006361962163,11.950108823037
529,181,48,3,0,0,5.439581414978513,6.466620626151013
552,181,49,2,0,0,7.537443154057203,8.081858157627693
553,181,22,1,0,0,2.242487024945588,4.787292817679558
558,181,28,2,0,0,0.9578071560115754,8.913180741910024
559,181,20,1,0,0,1.0129834254143644,10.02182320441989
568,181,20,1,0,0,1.1574700736648247,14.530939226519337
570,181,21,2,0,0,12.605849337893536,13.290449881610101
575,181,17,1,0,0,9.86209511428881,11.857653558661033
576,181,72,4,0,0,6.725438663801923,8.259591774094536
577,181,24,1,0,0,3.256886893799877,3.8142265193370166
578,181,12,1,0,0,1.2560620012277466,4.37707182320442
580,181,20,2,0,0,1.6204419889502757,1.8303867403314917
582,181,38,4,0,0,1.607262285548124,10.072768246583308
584,181,55,4,0,0,4.5494475138121535,4.895328980411853
585,181,12,1,0,0,3.3909223449969295,3.424953959484346
587,181,132,6,0,0,4.971039818070205,5.528838104804956
588,181,96,4,0,0,8.616506484039288,9.672364180478821
589,181,105,10,0,0,3.3719284398842406,4.8372270455143385
592,181,88,2,0,0,5.368439226519336,7.440576343545957
594,181,38,2,0,0,2.855493360473005,3.561718522826403
595,181,137,2,0,0,7.952154830557459,9.061862322055088
596,181,55,2,0,0,2.8379876109157873,13.949171270718233
598,181,12,1,0,0,6.216965930018416,6.337937384898711
601,181,12,1,0,0,10.836632903621853,11.512891344383059
628,181,6,1,0,0,6.2305095150399,7.636279926335176
631,181,34,3,0,0,2.0864342974758956,2.24585635359116
632,181,30,3,0,0,6.046823204419889,9.051657458563536
633,181,135,4,0,0,7.507465384353045,12.566073255576018
637,181,35,4,0,0,3.071717968955537,3.6060773480662984
638,181,22,2,0,0,2.050770132261844,5.737569060773481
643,181,34,3,0,0,2.4902637850720395,6.129428014299643
644,181,48,3,0,0,3.495357581338244,3.989928637200737
647,181,20,1,0,0,1.3252071823204417,9.400276243093924
651,181,9,1,0,0,2.202680581133619,16.85573971761817
655,181,24,2,0,0,2.238029465930018,2.289249539594844
656,181,50,2,0,0,2.639650092081031,3.099281767955801
659,181,18,1,0,0,2.7996470227133208,3.3806015960712097
681,181,18,3,0,0,3.402266216492734,5.87292817679558
682,181,50,2,0,0,6.481970534069982,7.382209944751382
686,181,89,7,0,0,1.2607134727998837,2.9819355639704512
687,181,24,2,0,0,1.1849294045426637,1.3820211786372008
690,181,70,2,0,0,7.53623388581952,8.486977111286503
691,181,35,1,0,0,10.34752696658774,11.768902920284134
693,181,59,2,0,0,2.6075241127446387,9.053750351156475
698,181,9,1,0,0,9.412471864129321,9.986494782074892
699,181,54,8,0,0,4.5040924902803345,5.753376304481277
700,181,99,6,0,0,4.131322432427404,6.609660137284446
701,181,12,2,0,0,5.071746470227131,8.170810313075506
703,181,233,14,0,0,5.3060429658786425,8.2570483484694
704,181,141,8,0,0,6.720050807831458,8.650797382547706
705,181,52,6,0,0,4.248300042498936,5.181789205269869
706,181,30,3,0,0,6.7756752608962545,7.815469613259668
708,181,31,3,0,0,6.829471870730113,7.578506505079309
709,181,56,7,0,0,4.169577084977637,6.161651539068667
710,181,83,7,0,0,2.7438538685127245,4.101111628835786
711,181,34,3,0,0,2.606285884519553,3.2802242443938905
712,181,50,5,0,0,4.839005524861878,5.047016574585635
715,181,16,2,0,0,6.068139963167587,14.171270718232044
716,181,135,6,0,0,6.110425618989154,7.359729895641498
718,181,15,2,0,0,1.244168201350521,2.4156537753222835
719,181,6,1,0,0,10.77793124616329,12.427255985267037
724,181,180,8,0,0,4.356885614896664,5.960144260282381
728,181,22,2,0,0,3.267495395948434,3.8127825213460573
729,181,39,3,0,0,4.773941068139963,6.851607876469755
731,181,60,5,0,0,3.0763581952117858,4.211187845303868
732,181,15,1,0,0,1.2080417434008588,3.5482504604051566
733,181,130,6,0,0,8.50931435047457,9.707437314067148
737,181,36,3,0,0,2.2991098833640264,3.052639656230817
741,181,38,3,0,0,3.9454783367257917,5.052631578947368
744,181,71,6,0,0,4.7092249630378955,9.608123881410007
745,181,16,1,0,0,8.402768186003682,8.715124309392266
746,181,115,7,0,0,7.471378813355753,8.518712466970936
751,181,72,4,0,0,4.3791820135052175,6.054596378146101
771,181,24,1,0,0,10.17570211786372,11.328499079189688
773,181,40,2,0,0,6.420407458563536,7.895580110497237
775,181,26,1,0,0,11.824036690749395,12.293880152996175
777,181,121,6,0,0,3.459693621295831,5.665677366330304
781,181,35,3,0,0,6.342843988424098,6.897079715864247
783,181,24,2,0,0,1.1028430018416202,5.1667817679558015
790,181,32,4,0,0,1.9190694060773474,10.69060773480663
792,181,6,1,0,0,9.48772252915899,10.008287292817679
795,181,102,4,0,0,9.06198768641895,9.978117213736324
799,181,83,6,0,0,6.800450420466396,7.36590561139586
802,181,58,4,0,0,7.087564297961516,7.281482187083254
804,181,47,2,0,0,2.417332784765487,3.234042553191489
805,181,12,1,0,0,7.75659914057704,7.808931860036833
809,181,68,3,0,0,11.11487108655617,11.769012024699382
832,181,36,2,0,0,8.367352158788622,10.783916513198282
842,181,90,5,0,0,7.543625946388377,8.658133824432166
844,181,66,1,0,0,7.143060438640548,7.931943746860874
848,181,12,1,0,0,4.0200276243093915,8.483885819521179
849,181,74,4,0,0,3.934877557115126,6.111915783186501
851,181,142,5,0,0,9.854249345057452,11.089098124659559
852,181,8,1,0,0,4.290745856353591,7.186118784530387
855,181,186,19,0,0,5.08449672270738,6.752703023822254
858,181,138,5,0,0,6.515763872207542,9.301545359916727
862,181,36,2,0,0,3.9498030489052587,4.037139349294045
881,181,88,1,0,0,6.1990310564205595,10.979658463083878
882,181,15,1,0,0,3.427839165131982,18.066666666666666
883,181,12,2,0,0,4.26611418047882,8.122467771639043
887,181,36,1,0,0,6.089753427460609,6.513965623081646
888,181,140,6,0,0,7.099782951854775,9.267955801104973
890,181,18,1,0,0,0.5289287906691219,13.232044198895027
891,181,54,1,0,0,6.063194870745514,6.869858809085327
893,181,18,3,0,0,2.0720022508696534,2.2140883977900554
895,181,45,1,0,0,3.738745651729077,5.176550030693677
897,181,35,3,0,0,2.8119179163378054,5.2123914759273875
900,181,12,2,0,0,6.6604128299570275,7.60036832412523
901,181,17,4,0,0,2.1151283717907043,2.3085797855053625
902,181,70,3,0,0,1.9511049723756901,2.4978689818468824
903,181,57,2,0,0,4.323479047526735,5.333817970340215
904,181,54,3,0,0,4.129450583179865,5.199355432780847
937,181,22,2,0,0,0.5906893520843794,4.325590155700652
943,181,21,2,0,0,7.797312110848022,10.035253880557747
958,181,45,5,0,0,5.218262737875996,6.399263351749539
965,181,129,2,0,0,8.21970605450626,9.400488243607862
966,181,185,6,0,0,6.1598974665273,6.666955353143199
967,181,24,2,0,0,6.124942449355433,6.6670119705340705
969,181,50,5,0,0,5.4828453038674025,5.639281767955802
972,181,75,5,0,0,7.169060773480663,8.926187845303868
974,181,123,9,0,0,8.893141086106993,9.734043031038045
975,181,18,1,0,0,4.98158379373849,5.845303867403315
977,181,29,1,0,0,2.76894011557757,3.5965898266336445
979,181,16,1,0,0,3.6668680939226515,4.310946132596685
981,181,49,3,0,0,9.15461156838426,9.899988724771676
982,181,18,3,0,0,7.729384080212808,8.56292203806016
983,181,17,2,0,0,6.478821362799263,7.278843028924277
984,181,16,2,0,0,3.547910911602209,3.9825621546961325
986,181,125,3,0,0,8.588548802946592,9.578165745856353
987,181,45,3,0,0,0.8639042357274397,6.505709023941068
988,181,55,4,0,0,3.380822032479491,3.7894023103967855
989,181,132,10,0,0,4.02330975500865,4.628976226351917
991,181,17,4,0,0,4.68134546636334,9.014299642508936
996,181,119,8,0,0,9.042063234133431,9.753052602256371
998,181,118,9,0,0,4.083220182913506,4.584886225301995
