city_code,poi_type,poi_count
LOA,food_sharing,12
LOA,prison,11
LOA,research_institute,10
LOA,clock,10
LOA,training,10
LOA,watering_place,9
LOA,bureau_de_change,9
LOA,mausoleum,9
LOA,vehicle_inspection,8
LOA,lounger,8
LOA,stripclub,7
LOA,car_sharing,7
LOA,loading_dock,7
LOA,bbq,7
LOA,hookah_lounge,7
LOA,prep_school,7
LOA,money_transfer,6
LOA,driving_school,5
LOA,bikelane,5
LOA,music_school,5
LOA,shower,5
LOA,social_centre,5
LOA,ranger_station,4
LOA,monastery,4
LOA,parcel_locker,4
LOA,hitching_post,4
LOA,planetarium,4
LOA,skateboard_parking,4
LOA,car_pooling,3
LOA,binoculars,3
LOA,animal_training,3
LOA,letter_box,3
LOA,motorcycle_rental,3
LOA,language_school,3
LOA,motorcycle_parking,3
LOA,bleachers,3
LOA,spa,3
LOA,trade_school,3
LOA,refugee_site,2
LOA,escooter_rental,2
LOA,storage,2
LOA,meditation_centre,2
LOA,batting_cage,2
LOA,coworking_space,2
LOA,boat_storage,2
LOA,photo_booth,2
LOA,boat_rental,2
LOA,smoking_area,2
LOA,mortuary,2
LOA,shirlpool,1
LOA,ferry_terminal,1
LOA,sanitary_dump_station,1
LOA,wedding_chapel,1
LOA,parking;theatre,1
LOA,stage,1
LOA,comedy_club,1
LOA,strip_club,1
LOA,security_booth,1
LOA,parking;school,1
LOA,educational_facility,1
LOA,public_building,1
LOA,bank;fire_station;fast_food,1
LOA,dispatch_center,1
LOA,karaoke_box,1
LOA,waterfall,1
LOA,mailroom,1
LOA,package_room,1
LOA,payment_terminal,1
LOA,veterinary_pharmacy,1
LOA,scooter_share,1
LOA,music_venue,1
LOA,archive,1
LOA,ghost_kitchen,1
LOA,kick-scooter_rental,1
LOA,waste_transfer_station,1
LOA,post_depot,1
LOA,dancing_school,1
LOA,compressed_air,1
LOA,hooklah_lounge,1
LOA,concert_hall,1
LOA,book_drop,1
LOA,sign,1
MEL,other,522551
MEL,telephone,791
MEL,bbq,728
MEL,community_centre,358
MEL,social_facility,335
MEL,childcare,260
MEL,vending_machine,260
MEL,bicycle_repair_station,103
MEL,trolley_bay,103
MEL,ice_cream,100
MEL,fountain,98
MEL,public_building,72
MEL,events_venue,71
MEL,parcel_locker,52
MEL,loading_dock,52
MEL,nursing_home,43
MEL,waste_disposal,39
MEL,public_bookcase,37
MEL,studio,35
MEL,shower,35
MEL,arts_centre,34
MEL,motorcycle_parking,33
MEL,car_sharing,33
MEL,dojo,30
MEL,nightclub,29
MEL,bureau_de_change,26
MEL,clock,22
MEL,brothel,21
MEL,food_court,21
MEL,table,19
MEL,retirement_home,18
MEL,music_school,17
MEL,ferry_terminal,15
MEL,waste_transfer_station,13
MEL,social_centre,13
MEL,compressed_air,12
MEL,watering_place,10
MEL,animal_boarding,10
MEL,prep_school,10
MEL,boat_rental,9
MEL,funeral_hall,9
MEL,prison,9
MEL,weighbridge,9
MEL,research_institute,8
MEL,casino,7
MEL,toy_library,7
MEL,animal_shelter,7
MEL,grave_yard,7
MEL,student_accommodation,7
MEL,stripclub,7
MEL,language_school,6
MEL,internet_cafe,6
MEL,dressing_room,6
MEL,jetty,5
MEL,hookah_lounge,5
MEL,construction,4
MEL,payment_terminal,4
MEL,hunting_stand,4
MEL,parking_meter,4
MEL,winery,4
MEL,bicycle_rental,4
MEL,spa,4
MEL,licensed_club,4
MEL,driving_school,4
MEL,smoking_area,4
MEL,post_depot,4
MEL,music_venue,4
MEL,coworking_space,4
MEL,gambling,3
MEL,vehicle_inspection,3
MEL,water_point,3
MEL,aged_care,3
MEL,public_bath,3
MEL,conference_centre,3
MEL,traffic_park,3
MEL,animal_training,2
MEL,lounger,2
MEL,biergarten,2
MEL,dancing_school,2
MEL,yacht_club,2
MEL,chair,2
MEL,monastery,2
MEL,school_camp,2
MEL,church,2
MEL,give_box,2
MEL,letter_box,2
MEL,leisure,2
MEL,fixme,2
MEL,convention_centre,2
MEL,skatepark,2
MEL,swingerclub,2
MEL,training,2
MEL,money_transfer,2
MEL,audiologist,2
MEL,sanitary_dump_station,2
MEL,coast_guard,2
MEL,printer,2
MEL,dog_wash,2
MEL,rv_storage,1
MEL,dining,1
MEL,solicitor,1
MEL,sport,1
MEL,clubhouse,1
MEL,retirement_village,1
MEL,quarantine_facility,1
MEL,driver_training,1
MEL,licenced_club,1
MEL,parkland,1
MEL,boatyard,1
MEL,ambulance_station,1
MEL,access,1
MEL,mulch_collection,1
MEL,pathology,1
MEL,community_hall;kindergarten,1
MEL,boat_storage,1
MEL,social_services,1
MEL,events_centre,1
MEL,animal_breeding,1
MEL,fuel;car_wash;food,1
MEL,sports_pavillion,1
MEL,concert_hall,1
MEL,pet_wash,1
MEL,exhibition_centre,1
MEL,mausoleum,1
MEL,private parking_space,1
MEL,car_wash;cafe,1
MEL,the crescent centre,1
MEL,rv storage,1
MEL,surgery,1
MEL,sports_club,1
MEL,juice_bar,1
MEL,meeting_point,1
MEL,crematorium,1
MEL,community_farm,1
MEL,beauty,1
MEL,restaurant; cafe,1
MEL,marker,1
MEL,karaoke_box,1
MEL,sports,1
MEL,seat,1
MEL,art_school,1
MEL,vacant,1
MEL,engineer,1
MEL,bus hire,1
MEL,support service,1
MEL,philatelic,1
MEL,gate,1
MEL,telephone_exchange,1
MEL,garden_centre,1
MEL,vacuum_cleaner,1
MEL,retail,1
MEL,planetarium,1
MEL,archive,1
MEL,scout_hut,1
MEL,retirement,1
MEL,emergency_service,1
MEL,photo_booth,1
MEL,relay_box,1
MEL,workshop,1
MEL,ticket_validator,1
MEL,po boxes,1
MEL,exercise,1
MEL,scoreboard,1
MEL,out_of_date_imagery,1
MEL,emergency,1
MEL,roof,1
SPO,other,25905
SPO,bicycle_rental,417
SPO,telephone,182
SPO,childcare,181
SPO,ice_cream,90
SPO,arts_centre,84
SPO,love_hotel,69
SPO,social_facility,61
SPO,language_school,55
SPO,community_centre,52
SPO,nightclub,50
SPO,fountain,45
SPO,driving_school,40
SPO,clock,29
SPO,waste_disposal,25
SPO,studio,24
SPO,events_venue,22
SPO,prison,20
SPO,dojo,18
SPO,funeral_hall,13
SPO,bureau_de_change,13
SPO,music_school,13
SPO,food_court,12
SPO,bicycle_repair_station,10
SPO,social_centre,9
SPO,motorcycle_parking,9
SPO,internet_cafe,7
SPO,monastery,6
SPO,vending_machine,6
SPO,research_institute,5
SPO,grave_yard,5
SPO,bbq,5
SPO,luggage_locker,5
SPO,animal_boarding,4
SPO,hostel:homeless,4
SPO,planetarium,4
SPO,water_point,4
SPO,conference_centre,4
SPO,shower,4
SPO,brothel,3
SPO,money_transfer,3
SPO,exhibition_centre,3
SPO,ferry_terminal,3
SPO,music_venue,3
SPO,public_bookcase,3
SPO,prep_school,2
SPO,vehicle_inspection,2
SPO,watering_place,2
SPO,stage,2
SPO,first_aid,2
SPO,casino,2
SPO,biergarten,2
SPO,crematorium,2
SPO,bicycle_sharing,2
SPO,leisure,2
SPO,auditorium,1
SPO,bowling_alley,1
SPO,cargo,1
SPO,ranger_station,1
SPO,engineering,1
SPO,post_depot,1
SPO,science_park,1
SPO,restaurant;cafe,1
SPO,security_booth,1
SPO,boat_storage,1
SPO,smoking_area,1
SPO,rescue_station,1
SPO,dressing_room,1
SPO,mortuary,1
SPO,retirement_home,1
SPO,coworking_space,1
SPO,festival_grounds,1
SPO,parking;parking_entrance,1
SPO,public_bath,1
SPO,cla,1
SPO,place_of_chanting_daimoku,1
SPO,public_council,1
SPO,locker,1
SPO,compressed_air,1
SPO,photo_booth,1
SPO,letter_box,1
SPO,bell,1
SPO,dancing_school,1
SPO,parcel_locker,1
SPO,amenity_ground,1
SPO,sport_centre;school,1
SPO,gambling;bank,1
SPO,laboratory;hospital,1
SPO,toy_library,1
