city_code,poi_type,poi_count
JHB,George Flat,1
JHB,funeral_parlour,1
JHB,planetarium,1
JHB,"Pizza, Pasta",1
JHB,food_court,1
JHB,stripclub,1
JHB,internet_cafe,1
JHB,Creche,1
JHB,vehicle_inspection,1
JHB,Convention_centre,1
JHB,ticket_office,1
JHB,Friendly Seven-Eleven,1
JHB,bicycle_parking,1
JHB,boxing gym,1
JHB,trolley_bay,1
LOA,other,22633
LOA,parking,5590
LOA,restaurant,2283
LOA,fast_food,1206
LOA,place_of_worship,1102
LOA,school,1093
LOA,parking_entrance,870
LOA,bicycle_parking,774
LOA,cafe,670
LOA,bench,566
LOA,fuel,482
LOA,parking_space,456
LOA,shelter,424
LOA,bank,300
LOA,waste_basket,257
LOA,toilets,247
LOA,fountain,195
LOA,bar,193
LOA,social_facility,188
LOA,drinking_water,164
LOA,post_box,159
LOA,theatre,158
LOA,pharmacy,156
LOA,whirlpool,147
LOA,post_office,130
LOA,bicycle_rental,127
LOA,dentist,125
LOA,library,112
LOA,fire_station,109
LOA,clinic,107
LOA,atm,106
LOA,ice_cream,104
LOA,community_centre,98
LOA,vending_machine,96
LOA,car_wash,83
LOA,studio,67
LOA,hospital,60
LOA,car_rental,58
LOA,kindergarten,49
LOA,cinema,49
LOA,waste_disposal,49
LOA,pub,47
LOA,police,42
LOA,veterinary,41
LOA,public_bookcase,39
LOA,bus_station,38
LOA,charging_station,38
LOA,recycling,34
LOA,college,34
LOA,nightclub,33
LOA,doctors,33
LOA,bicycle_repair_station,29
LOA,university,28
LOA,marketplace,27
LOA,grave_yard,25
LOA,dojo,24
LOA,events_venue,23
LOA,animal_boarding,21
LOA,arts_centre,18
LOA,childcare,17
LOA,telephone,17
LOA,courthouse,15
LOA,food_court,15
LOA,food_sharing,12
LOA,animal_shelter,12
LOA,prison,11
LOA,research_institute,10
LOA,clock,10
LOA,training,10
LOA,watering_place,9
LOA,bureau_de_change,9
LOA,mausoleum,9
LOA,vehicle_inspection,8
LOA,lounger,8
LOA,loading_dock,7
LOA,car_sharing,7
LOA,bbq,7
LOA,hookah_lounge,7
LOA,stripclub,7
LOA,prep_school,7
LOA,money_transfer,6
LOA,taxi,6
LOA,townhall,6
LOA,shower,5
LOA,social_centre,5
LOA,driving_school,5
LOA,music_school,5
LOA,bikelane,5
LOA,parcel_locker,4
LOA,hitching_post,4
LOA,ranger_station,4
LOA,monastery,4
LOA,skateboard_parking,4
LOA,planetarium,4
LOA,animal_training,3
LOA,language_school,3
LOA,binoculars,3
LOA,bleachers,3
LOA,car_pooling,3
LOA,spa,3
LOA,letter_box,3
LOA,motorcycle_parking,3
LOA,trade_school,3
LOA,motorcycle_rental,3
LOA,escooter_rental,2
LOA,mortuary,2
LOA,refugee_site,2
LOA,meditation_centre,2
LOA,storage,2
LOA,coworking_space,2
LOA,batting_cage,2
LOA,boat_rental,2
LOA,boat_storage,2
LOA,photo_booth,2
LOA,smoking_area,2
LOA,comedy_club,1
LOA,bank;fire_station;fast_food,1
LOA,public_building,1
LOA,educational_facility,1
LOA,parking;school,1
LOA,strip_club,1
LOA,payment_terminal,1
LOA,parking;theatre,1
LOA,wedding_chapel,1
LOA,hooklah_lounge,1
LOA,shirlpool,1
LOA,ferry_terminal,1
LOA,stage,1
LOA,concert_hall,1
LOA,dispatch_center,1
LOA,security_booth,1
LOA,veterinary_pharmacy,1
LOA,kick-scooter_rental,1
LOA,package_room,1
LOA,mailroom,1
LOA,karaoke_box,1
LOA,music_venue,1
LOA,archive,1
LOA,ghost_kitchen,1
LOA,scooter_share,1
LOA,sign,1
LOA,post_depot,1
LOA,sanitary_dump_station,1
LOA,dancing_school,1
LOA,compressed_air,1
LOA,waste_transfer_station,1
LOA,book_drop,1
LOA,waterfall,1
MEL,other,522551
MEL,parking_space,31411
MEL,parking,21754
MEL,bench,7162
MEL,restaurant,3538
MEL,cafe,2753
MEL,waste_basket,2511
MEL,bicycle_parking,2494
MEL,fast_food,2278
MEL,shelter,1787
MEL,drinking_water,1592
MEL,toilets,1547
MEL,school,1511
MEL,post_box,1263
MEL,place_of_worship,1024
MEL,fuel,897
MEL,telephone,791
MEL,bbq,726
MEL,kindergarten,669
MEL,pharmacy,643
MEL,pub,583
MEL,clinic,534
MEL,parking_entrance,495
MEL,bank,489
MEL,bar,435
MEL,dentist,407
MEL,post_office,401
MEL,atm,365
MEL,community_centre,358
MEL,doctors,338
MEL,social_facility,335
MEL,car_wash,276
MEL,vending_machine,260
MEL,childcare,260
MEL,recycling,202
MEL,library,199
MEL,fire_station,198
MEL,veterinary,154
MEL,hospital,145
MEL,charging_station,142
MEL,police,123
MEL,theatre,117
MEL,bicycle_repair_station,103
MEL,trolley_bay,103
MEL,ice_cream,100
MEL,fountain,98
MEL,college,92
MEL,car_rental,81
MEL,townhall,76
MEL,public_building,72
MEL,events_venue,71
MEL,taxi,67
MEL,cinema,63
MEL,university,61
MEL,bus_station,58
MEL,loading_dock,52
MEL,parcel_locker,52
MEL,nursing_home,43
MEL,waste_disposal,39
MEL,public_bookcase,37
MEL,marketplace,36
MEL,shower,35
MEL,studio,35
MEL,arts_centre,34
MEL,motorcycle_parking,33
MEL,car_sharing,33
MEL,dojo,30
MEL,nightclub,29
MEL,bureau_de_change,26
MEL,courthouse,23
MEL,clock,22
MEL,brothel,21
MEL,food_court,21
MEL,table,19
MEL,retirement_home,18
MEL,music_school,17
MEL,ferry_terminal,15
MEL,social_centre,13
MEL,waste_transfer_station,13
MEL,compressed_air,12
MEL,animal_boarding,10
MEL,prep_school,10
MEL,watering_place,10
MEL,prison,9
MEL,boat_rental,9
MEL,funeral_hall,9
MEL,weighbridge,9
MEL,research_institute,8
MEL,stripclub,7
MEL,animal_shelter,7
MEL,grave_yard,7
MEL,casino,7
MEL,student_accommodation,7
MEL,toy_library,7
MEL,language_school,6
MEL,dressing_room,6
MEL,internet_cafe,6
MEL,hookah_lounge,5
MEL,jetty,5
MEL,parking_meter,4
MEL,music_venue,4
MEL,smoking_area,4
MEL,payment_terminal,4
MEL,post_depot,4
MEL,coworking_space,4
MEL,construction,4
MEL,hunting_stand,4
MEL,licensed_club,4
MEL,spa,4
MEL,bicycle_rental,4
MEL,winery,4
MEL,driving_school,4
MEL,conference_centre,3
MEL,gambling,3
MEL,traffic_park,3
MEL,water_point,3
MEL,vehicle_inspection,3
MEL,public_bath,3
MEL,aged_care,3
MEL,fixme,2
MEL,animal_training,2
MEL,school_camp,2
MEL,biergarten,2
MEL,lounger,2
MEL,give_box,2
MEL,monastery,2
MEL,convention_centre,2
MEL,church,2
MEL,dancing_school,2
MEL,letter_box,2
MEL,yacht_club,2
MEL,chair,2
MEL,training,2
MEL,dog_wash,2
MEL,leisure,2
MEL,sanitary_dump_station,2
MEL,BBQ,2
MEL,money_transfer,2
MEL,coast_guard,2
MEL,swingerclub,2
MEL,printer,2
MEL,skatepark,2
MEL,audiologist,2
MEL,events_centre,1
MEL,social_services,1
MEL,car_wash;cafe,1
MEL,exhibition_centre,1
MEL,exercise,1
MEL,sports_pavillion,1
MEL,juice_bar,1
MEL,telephone_exchange,1
MEL,The Crescent Centre,1
MEL,pathology,1
MEL,retirement_village,1
MEL,sport,1
MEL,clubhouse,1
MEL,restaurant; cafe,1
MEL,licenced_club,1
MEL,mulch_collection,1
MEL,concert_hall,1
MEL,private parking_space,1
MEL,access,1
MEL,ambulance_station,1
MEL,driver_training,1
MEL,quarantine_facility,1
MEL,rv_storage,1
MEL,solicitor,1
MEL,dining,1
MEL,community_hall;kindergarten,1
MEL,mausoleum,1
MEL,boat_storage,1
MEL,rv storage,1
MEL,animal_breeding,1
MEL,fuel;car_wash;food,1
MEL,boatyard,1
MEL,pet_wash,1
MEL,parkland,1
MEL,sports_club,1
MEL,marker,1
MEL,beauty,1
MEL,workshop,1
MEL,bus hire,1
MEL,ticket_validator,1
MEL,engineer,1
MEL,karaoke_box,1
MEL,bus_stop,1
MEL,community_farm,1
MEL,relay_box,1
MEL,crematorium,1
MEL,scoreboard,1
MEL,out_of_date_imagery,1
MEL,emergency,1
MEL,meeting_point,1
MEL,vacuum_cleaner,1
MEL,support service,1
MEL,photo_booth,1
MEL,sports,1
MEL,convenience,1
MEL,seat,1
MEL,gate,1
MEL,garden_centre,1
MEL,retail,1
MEL,planetarium,1
MEL,archive,1
MEL,scout_hut,1
MEL,emergency_service,1
MEL,art_school,1
MEL,retirement,1
MEL,vacant,1
MEL,surgery,1
MEL,PO boxes,1
MEL,philatelic,1
MEL,roof,1
SPO,other,25905
SPO,parking,6343
SPO,restaurant,2014
SPO,parking_space,1736
SPO,school,1371
SPO,fuel,1293
SPO,fast_food,1115
SPO,place_of_worship,1071
SPO,bank,1014
SPO,pharmacy,793
SPO,taxi,535
SPO,pub,509
SPO,bicycle_rental,417
SPO,bar,349
SPO,cafe,346
SPO,clinic,343
SPO,bicycle_parking,292
SPO,bench,279
SPO,police,250
SPO,hospital,208
SPO,telephone,182
SPO,childcare,181
SPO,car_wash,177
SPO,parking_entrance,172
SPO,shelter,162
SPO,dentist,156
SPO,toilets,152
SPO,university,136
SPO,bus_station,132
SPO,college,131
SPO,waste_basket,106
SPO,post_office,103
SPO,theatre,98
SPO,ice_cream,90
SPO,library,85
SPO,arts_centre,84
SPO,veterinary,83
SPO,marketplace,79
SPO,atm,70
SPO,love_hotel,69
SPO,recycling,69
SPO,kindergarten,68
SPO,drinking_water,66
SPO,social_facility,61
SPO,doctors,59
SPO,language_school,55
SPO,community_centre,52
SPO,nightclub,50
SPO,fountain,45
SPO,driving_school,40
SPO,courthouse,39
SPO,townhall,34
SPO,fire_station,33
SPO,clock,29
SPO,car_rental,28
SPO,cinema,27
SPO,waste_disposal,25
SPO,studio,24
SPO,events_venue,22
SPO,prison,20
SPO,dojo,18
SPO,music_school,13
SPO,funeral_hall,13
SPO,bureau_de_change,13
SPO,food_court,12
SPO,bicycle_repair_station,10
SPO,motorcycle_parking,9
SPO,social_centre,9
SPO,internet_cafe,7
SPO,vending_machine,6
SPO,post_box,6
SPO,monastery,6
SPO,luggage_locker,5
SPO,grave_yard,5
SPO,research_institute,5
SPO,bbq,5
SPO,charging_station,4
SPO,conference_centre,4
SPO,animal_boarding,4
SPO,water_point,4
SPO,planetarium,4
SPO,hostel:homeless,4
SPO,shower,4
SPO,music_venue,3
SPO,public_bookcase,3
SPO,brothel,3
SPO,ferry_terminal,3
SPO,exhibition_centre,3
SPO,money_transfer,3
SPO,crematorium,2
SPO,leisure,2
SPO,watering_place,2
SPO,prep_school,2
SPO,vehicle_inspection,2
SPO,first_aid,2
SPO,stage,2
SPO,bicycle_sharing,2
SPO,casino,2
SPO,biergarten,2
SPO,festival_grounds,1
SPO,retirement_home,1
SPO,cargo,1
SPO,bowling_alley,1
SPO,locker,1
SPO,mortuary,1
SPO,ranger_station,1
SPO,dressing_room,1
SPO,rescue_station,1
SPO,smoking_area,1
SPO,boat_storage,1
SPO,security_booth,1
SPO,post_depot,1
SPO,restaurant;cafe,1
SPO,science_park,1
SPO,parcel_locker,1
SPO,parking;parking_entrance,1
SPO,laboratory;hospital,1
SPO,bell,1
SPO,engineering,1
SPO,public_bath,1
SPO,compressed_air,1
SPO,CLA,1
SPO,place_of_chanting_daimoku,1
SPO,public_council,1
SPO,photo_booth,1
SPO,letter_box,1
SPO,dancing_school,1
SPO,auditorium,1
SPO,coworking_space,1
SPO,amenity_ground,1
SPO,sport_centre;school,1
SPO,gambling;bank,1
SPO,toy_library,1
SZH,other,41059
SZH,parking,976
SZH,school,579
SZH,parking_space,533
SZH,restaurant,505
SZH,bus_station,353
SZH,shelter,317
SZH,toilets,314
SZH,parking_entrance,285
SZH,bank,249
SZH,fast_food,232
SZH,cafe,186
SZH,fuel,141
SZH,kindergarten,141
SZH,bench,107
SZH,fountain,104
SZH,hospital,101
SZH,police,90
SZH,place_of_worship,61
SZH,atm,50
SZH,recycling,50
SZH,library,45
SZH,marketplace,45
SZH,bar,38
SZH,post_office,37
SZH,clinic,37
SZH,bicycle_rental,34
SZH,bicycle_parking,33
SZH,vending_machine,28
SZH,cinema,28
SZH,community_centre,26
SZH,fire_station,25
SZH,charging_station,24
SZH,pharmacy,21
SZH,arts_centre,21
SZH,theatre,20
SZH,waste_basket,20
SZH,university,20
SZH,food_court,20
SZH,waste_transfer_station,17
SZH,college,15
SZH,townhall,14
SZH,waste_disposal,13
SZH,driver_training,11
SZH,taxi,11
SZH,drinking_water,11
SZH,social_facility,8
SZH,prison,8
SZH,ferry_terminal,8
SZH,courthouse,7
SZH,conference_centre,7
SZH,driving_school,7
SZH,water_point,6
SZH,nightclub,6
SZH,pub,6
SZH,exhibition_centre,5
SZH,karaoke_box,5
SZH,bureau_de_change,5
SZH,binoculars,4
SZH,smoking_area,3
SZH,research_institute,3
SZH,ice_cream,3
SZH,sanitary_dump_station,3
SZH,childcare,2
SZH,grave_yard,2
SZH,post_box,2
SZH,car_rental,2
SZH,lounge,2
SZH,doctors,2
SZH,photo_booth,2
SZH,veterinary,2
SZH,canteen,2
SZH,bread,2
SZH,hunting_stand,2
SZH,dentist,2
SZH,border_control,1
SZH,clock,1
SZH,studio,1
SZH,dressing_room,1
SZH,weighbridge,1
SZH,public_bath,1
SZH,office,1
SZH,car_wash,1
SZH,school gate,1
SZH,social_centre,1
SZH,platform,1
SZH,telephone,1
SZH,watering_place,1
SZH,parcel_locker,1
SZH,events_venue,1
SZH,blood_bank,1
